"original canceled date","resurrected canceled date","original created date","resurrected created date","original end date","resurrected end date","original next charge date","resurrected next charge date","original plan","resurrected plan","days to resurrection",student_id,"original subscription ID","resurrected subscription ID"
"2022-03-02 07:42:10",NULL,"2022-02-13 16:08:58","2022-06-02 10:10:57","2022-03-13 16:21:05",NULL,"2022-03-13 16:08:58","2023-02-02 10:10:57",monthly,monthly,81,161693,9065,9065
NULL,NULL,"2022-02-24 19:20:21","2022-06-08 19:45:32","2022-06-06 20:01:10","2022-09-09 11:20:35","2022-03-24 19:20:21","2022-10-08 19:45:32",monthly,monthly,2,182962,9122,9122
"2022-04-24 16:28:17","2022-07-25 11:21:26","2022-04-10 23:20:33","2022-06-15 03:12:14","2022-05-10 23:40:53","2022-08-15 03:21:02","2022-05-10 23:20:33","2022-08-15 03:12:14",monthly,monthly,36,270247,9164,9164
"2022-04-18 18:49:10","2022-07-09 14:01:13","2022-03-24 17:52:17","2022-06-16 14:09:39","2022-04-24 18:01:18","2022-07-16 14:20:54","2022-04-24 17:52:17","2022-07-16 14:09:39",monthly,monthly,53,182728,9178,9178
NULL,"2022-07-12 14:14:10","2022-02-24 09:28:41","2022-06-17 16:14:52","2022-05-07 10:01:01","2022-07-17 16:21:36","2022-03-24 09:28:41","2022-07-17 16:14:52",monthly,monthly,41,144397,9185,9185
NULL,NULL,"2021-09-28 11:38:51","2022-06-20 03:16:36","2021-10-11 00:00:00",NULL,"2021-10-28 00:00:00","2023-06-20 03:16:36",monthly,annually,252,171536,9206,9206
"2022-04-18 18:27:39","2022-10-19 09:52:43","2022-03-24 12:56:03","2022-06-22 16:14:02","2022-04-24 13:01:01","2022-10-22 16:21:06","2022-04-24 12:56:03","2022-10-22 16:14:02",monthly,monthly,59,268113,9232,9232
NULL,NULL,"2022-01-24 02:41:12","2022-06-26 13:15:08","2022-01-25 00:00:00",NULL,"2023-04-24 00:00:00","2023-06-26 13:15:08",annually,annually,152,261393,9253,9253
NULL,NULL,"2022-04-18 13:08:32","2022-06-26 16:10:34","2022-04-28 14:36:02",NULL,"2023-04-18 13:08:32","2023-06-26 16:10:34",annually,annually,59,271169,9256,9256
"2021-12-11 00:00:00",NULL,"2021-11-28 11:13:26","2022-06-27 07:13:27","2021-12-22 00:00:00",NULL,"2022-11-28 00:00:00","2023-06-27 07:13:27",annually,annually,187,239932,9264,9264
NULL,NULL,"2022-04-10 05:12:41","2022-06-27 08:21:55","2022-05-23 05:40:50","2022-08-09 09:00:53","2022-05-10 05:12:41","2022-07-27 08:21:55",monthly,monthly,35,270179,9266,9266
NULL,NULL,"2022-03-02 18:29:30","2022-06-27 20:36:05","2022-05-11 15:27:18","2022-08-09 21:01:02","2022-04-02 18:29:30","2022-07-27 20:36:05",monthly,monthly,47,262569,9281,9281
NULL,"2023-01-03 18:54:30","2022-03-09 23:11:35","2022-06-27 21:18:13","2022-06-22 23:40:47","2023-01-27 21:18:13","2022-04-09 23:11:35","2023-01-27 21:18:13",monthly,monthly,5,266366,9282,9282
"2021-12-22 00:00:00",NULL,"2021-12-07 10:46:47","2022-06-28 07:33:09","2022-01-07 00:00:00",NULL,"2022-01-07 00:00:00","2023-06-28 07:33:09",monthly,annually,172,185019,9285,9285
"2022-04-13 00:00:00",NULL,"2021-09-25 13:21:35","2022-06-29 13:24:51","2022-04-25 00:00:00",NULL,"2022-04-25 00:00:00","2023-06-29 13:24:51",monthly,annually,65,171248,9304,9304
NULL,NULL,"2022-01-18 12:07:58","2022-06-29 14:22:25","2022-02-22 00:00:00",NULL,"2022-02-18 00:00:00","2023-06-29 14:22:25",monthly,annually,127,238800,9305,9305
NULL,"2022-08-07 08:56:29","2021-09-21 08:26:50","2022-07-06 17:15:40","2021-10-15 00:00:00","2022-09-06 17:21:24","2022-09-21 00:00:00","2022-09-06 17:15:40",annually,monthly,264,169991,9364,9364
"2022-06-07 21:08:41","2022-07-09 16:35:43","2022-06-07 14:13:07","2022-07-09 16:32:03","2022-07-07 14:20:58","2022-08-09 16:41:05","2022-07-07 14:13:07","2022-08-09 16:32:03",monthly,monthly,2,190610,9387,9387
NULL,"2022-08-12 08:42:39","2022-03-26 10:19:43","2022-07-13 04:34:12","2022-06-08 10:40:55","2022-08-13 04:40:47","2022-04-26 10:19:43","2022-08-13 04:34:12",monthly,monthly,35,182,9415,9415
"2022-06-07 17:45:20","2022-09-14 17:26:34","2022-02-11 11:34:53","2022-07-22 10:06:56","2022-06-11 11:40:41","2022-09-22 10:20:50","2022-06-11 11:34:53","2022-09-22 10:06:56",monthly,monthly,41,261828,9515,9515
NULL,"2022-10-02 17:37:09","2022-01-25 17:08:14","2022-07-31 17:52:48","2022-03-01 00:00:00","2022-10-30 18:01:00","2022-02-25 00:00:00","2022-10-30 17:52:48",monthly,monthly,152,177810,9716,9716
"2022-06-12 09:55:41",NULL,"2022-05-13 00:48:44","2022-08-07 07:08:50","2022-06-13 01:00:51","2022-09-20 07:40:52","2022-06-13 00:48:44","2022-09-07 07:08:50",monthly,monthly,55,180153,9766,9766
"2022-05-25 01:13:06","2022-09-23 04:09:10","2022-05-24 16:04:15","2022-08-07 22:54:37","2022-05-25 05:47:44","2022-10-07 23:01:04","2022-06-24 16:04:15","2022-10-07 22:54:37",monthly,monthly,74,274781,9772,9772
"2022-06-23 12:33:41",NULL,"2022-06-23 12:10:40","2022-08-10 14:22:38","2022-07-23 12:20:59","2022-11-11 10:27:05","2022-07-23 12:10:40","2022-09-10 14:22:38",monthly,monthly,18,278995,9798,9798
"2022-02-24 00:00:00",NULL,"2021-12-01 10:29:52","2022-08-11 10:37:35","2022-03-01 00:00:00","2022-09-24 11:00:52","2022-03-01 00:00:00","2022-09-11 10:37:35",monthly,monthly,163,239031,9803,9803
"2022-03-21 00:00:00","2022-08-31 05:16:15","2022-01-20 19:03:24","2022-08-17 00:38:06","2022-04-20 00:00:00","2022-09-17 00:40:50","2022-04-20 00:00:00","2022-09-17 00:38:06",monthly,monthly,119,261073,9833,9833
NULL,NULL,"2022-02-25 21:45:46","2022-08-22 14:37:21","2022-04-08 13:17:06","2022-10-05 15:00:49","2022-03-25 21:45:46","2022-09-22 14:37:21",monthly,monthly,136,156614,9880,9880
NULL,NULL,"2022-07-07 01:43:26","2022-08-28 10:35:35","2022-08-20 02:20:57",NULL,"2022-08-07 01:43:26","2023-08-28 10:35:35",monthly,annually,8,280548,9929,9929
"2021-12-08 00:00:00",NULL,"2021-11-23 23:00:34","2022-08-30 19:59:48","2021-12-09 00:00:00","2022-09-05 11:39:41","2022-11-23 00:00:00","2023-08-30 19:59:48",annually,annually,264,253904,9952,9952
NULL,NULL,"2022-06-19 22:12:51","2022-08-30 20:14:43","2022-06-29 06:11:50",NULL,"2023-06-19 22:12:51","2023-08-30 20:14:43",annually,annually,62,269534,9953,9953
"2022-03-28 00:00:00",NULL,"2021-12-01 18:17:38","2022-08-31 19:19:10","2022-04-01 00:00:00",NULL,"2022-04-01 00:00:00","2023-08-31 19:19:10",monthly,annually,152,225283,9980,9980
"2022-07-12 15:37:34",NULL,"2022-04-16 03:44:30","2022-09-01 20:11:59","2022-07-16 04:00:53",NULL,"2022-07-16 03:44:30","2023-09-01 20:11:59",monthly,annually,47,269130,9993,9993
NULL,"2022-10-26 08:20:26","2022-07-13 09:46:05","2022-09-06 14:47:33","2022-08-26 10:20:42","2022-11-06 15:01:18","2022-08-13 09:46:05","2022-10-06 14:47:33",monthly,monthly,11,279404,10023,10023
NULL,NULL,"2022-07-16 19:56:20","2022-09-07 15:21:59","2022-08-09 10:59:58",NULL,"2023-07-16 19:56:20","2023-09-07 15:21:59",annually,annually,29,280932,10031,10031
NULL,NULL,"2022-04-08 19:36:38","2022-09-08 21:14:37","2022-08-21 20:00:56",NULL,"2022-05-08 19:36:38","2023-02-08 21:14:37",monthly,monthly,18,1436,10045,10045
NULL,NULL,"2022-06-14 15:18:04","2022-09-10 10:57:09","2022-07-27 15:41:00","2022-10-23 11:20:47","2022-07-14 15:18:04","2022-10-10 10:57:09",monthly,monthly,45,217976,10055,10055
NULL,NULL,"2022-06-10 02:08:14","2022-09-10 17:26:39","2022-07-23 02:40:47",NULL,"2022-07-10 02:08:14","2023-02-10 17:26:39",monthly,monthly,49,163914,10057,10057
"2022-04-06 18:45:33","2022-10-20 17:48:19","2022-02-15 16:26:13","2022-09-15 22:01:59","2022-04-15 16:41:17","2022-11-15 22:21:03","2022-03-15 16:26:13","2022-11-15 22:01:59",monthly,monthly,153,263783,10093,10093
NULL,NULL,"2022-04-29 12:42:16","2022-09-23 10:08:50","2022-06-11 13:20:44","2022-11-05 10:40:47","2022-05-29 12:42:16","2022-10-23 10:08:50",monthly,monthly,104,271465,10183,10183
NULL,NULL,"2022-09-21 16:30:39","2022-09-28 22:00:25","2022-09-26 09:10:28","2022-10-04 12:33:19","2023-09-21 16:30:39","2023-09-28 22:00:25",annually,annually,2,291575,10282,10282
NULL,NULL,"2021-09-24 19:21:35","2022-10-05 12:14:28","2022-10-03 00:00:00",NULL,"2022-09-24 00:00:00","2023-10-05 12:14:28",annually,annually,2,167554,10390,10390
"2022-09-27 20:24:54",NULL,"2022-08-02 15:50:47","2022-10-07 01:10:47","2022-10-02 16:01:30",NULL,"2022-10-02 15:50:47","2023-02-07 01:10:47",monthly,monthly,5,278789,10406,10406
"2022-03-13 00:00:00",NULL,"2021-12-14 21:53:56","2022-10-08 11:56:37","2022-03-14 00:00:00",NULL,"2022-03-14 00:00:00","2023-02-08 11:56:37",monthly,monthly,208,256539,10415,10415
NULL,NULL,"2021-09-28 05:57:40","2022-10-09 07:45:01","2022-10-07 00:00:00",NULL,"2022-09-28 00:00:00","2023-10-09 07:45:01",annually,annually,2,143709,10417,10417
NULL,NULL,"2021-11-29 06:14:37","2022-10-09 09:50:19","2021-11-29 00:00:00",NULL,"2022-11-29 00:00:00","2023-10-09 09:50:19",annually,annually,314,254888,10418,10418
"2022-08-13 23:14:35","2022-11-14 16:37:07","2022-04-20 06:43:28","2022-10-11 14:14:42","2022-08-20 07:00:58","2022-12-11 14:20:56","2022-08-20 06:43:28","2022-12-11 14:14:42",monthly,monthly,52,269984,10433,10433
NULL,NULL,"2022-10-11 08:32:27","2022-10-13 07:59:10","2022-10-11 14:45:01",NULL,"2023-10-11 08:32:27","2023-10-13 07:59:10",annually,annually,2,294227,10454,10454
"2022-09-30 00:00:00",NULL,"2021-10-09 21:46:15","2022-10-14 13:53:14","2022-10-09 00:00:00",NULL,"2022-10-09 00:00:00","2023-10-14 13:53:14",annually,annually,5,172289,10473,10473
"2022-05-29 20:05:16",NULL,"2022-04-30 09:48:59","2022-10-19 18:02:42","2022-05-30 10:00:41",NULL,"2022-05-30 09:48:59","2023-10-19 18:02:42",monthly,annually,142,182377,10508,10508
"2022-09-29 16:57:12","2022-10-20 00:54:34","2022-08-31 16:52:47","2022-10-19 19:41:50","2022-09-30 17:01:06","2023-10-19 19:41:50","2022-09-30 16:52:47","2023-10-19 19:41:50",monthly,annually,19,184509,10510,10510
"2022-06-06 04:39:03","2022-10-20 11:04:37","2022-06-02 23:57:04","2022-10-20 10:58:11","2022-06-06 06:42:56","2023-10-20 10:58:11","2022-07-02 23:57:04","2023-10-20 10:58:11",monthly,annually,136,275215,10521,10521
"2022-08-15 09:07:36",NULL,"2022-05-26 21:24:33","2022-10-20 15:29:32","2022-08-26 21:40:55",NULL,"2022-08-26 21:24:33","2023-10-20 15:29:32",monthly,annually,55,274836,10527,10527
"2022-06-12 11:41:54",NULL,"2022-04-11 18:23:01","2022-10-20 19:58:02","2022-07-11 18:41:09",NULL,"2022-07-11 18:23:01","2023-10-20 19:58:02",monthly,annually,101,270103,10531,10531
"2021-09-27 00:00:00",NULL,"2021-09-27 18:09:50","2022-10-21 05:00:20","2022-09-27 00:00:00",NULL,"2022-09-27 00:00:00","2023-10-21 05:00:20",annually,annually,24,171476,10537,10537
"2022-09-30 16:51:49",NULL,"2022-07-02 21:33:28","2022-10-21 17:11:56","2022-10-02 21:41:04",NULL,"2022-10-02 21:33:28","2023-10-21 17:11:56",monthly,annually,19,279178,10543,10543
NULL,NULL,"2021-09-29 18:25:39","2022-10-22 07:13:43","2022-10-08 00:00:00",NULL,"2022-09-29 00:00:00","2023-10-22 07:13:43",annually,annually,14,171464,10550,10550
NULL,NULL,"2022-08-21 22:17:42","2022-10-26 15:26:25","2022-10-04 22:41:12","2022-12-09 16:01:20","2022-09-21 22:17:42","2022-11-26 15:26:25",monthly,monthly,22,287436,10581,10581
NULL,NULL,"2022-06-06 06:45:30","2022-10-28 10:31:00","2022-10-07 11:33:51","2023-01-16 00:00:00","2023-06-06 06:45:30","2023-10-28 00:00:00",annually,annually,21,271258,10594,10594
